Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
B5DFD5	unreviewed	B5DFD5_RAT	interstitial collagenase (EC 3.4.24.7)	Mmp1 Mmp1a	Rattus norvegicus (Rat)	464
B9TQX4	reviewed	UCMA_RAT	Unique cartilage matrix-associated protein [Cleaved into: Unique cartilage matrix-associated protein C-terminal fragment (Ucma-C) (Gla-rich protein) (GRP)]	Ucma Grp	Rattus norvegicus (Rat)	138
D3Z8G4	unreviewed	D3Z8G4_RAT	ADAM metallopeptidase with thrombospondin type 1 motif, 18	Adamts18	Rattus norvegicus (Rat)	1219
D3Z8U5	unreviewed	D3Z8U5_RAT	Metalloendopeptidase (EC 3.4.24.-)	Tll1	Rattus norvegicus (Rat)	1013
D3Z919	unreviewed	D3Z919_RAT	Interferon 1ai1 (Interferon alpha-12-like) (Similar to interferon alpha 8/6 precursor; IFNa8/6 (B6))	LOC120103163 If1ai1 Ifna12l LOC120103164 RGD1560539	Rattus norvegicus (Rat)	184
D3Z9M3	reviewed	GLIAD_RAT	Gliadoralin-A		Rattus norvegicus (Rat)	109
D3Z9N6	unreviewed	D3Z9N6_RAT	Versican core protein (Chondroitin sulfate proteoglycan core protein 2) (Large fibroblast proteoglycan) (PG-M)	Vcan	Rattus norvegicus (Rat)	1621
D3Z9Z1	unreviewed	D3Z9Z1_RAT	Otoconin 90	Oc90	Rattus norvegicus (Rat)	539
D3ZA74	unreviewed	D3ZA74_RAT	ADAM metallopeptidase with thrombospondin type 1 motif, 14	Adamts14	Rattus norvegicus (Rat)	1206
D3ZBD1	unreviewed	D3ZBD1_RAT	R-spondin 1	Rspo1	Rattus norvegicus (Rat)	262
D3ZCB0	unreviewed	D3ZCB0_RAT	R-spondin 2	Rspo2	Rattus norvegicus (Rat)	226
D3ZCV6	unreviewed	D3ZCV6_RAT	Otogelin	Otog	Rattus norvegicus (Rat)	2902
D3ZDL5	unreviewed	D3ZDL5_RAT	Cellular communication network factor 6	Ccn6 Wisp3	Rattus norvegicus (Rat)	354
D3ZDY4	unreviewed	D3ZDY4_RAT	C-C motif chemokine	Ccl1	Rattus norvegicus (Rat)	92
D3ZE63	unreviewed	D3ZE63_RAT	Macrophage migration inhibitory factor (EC 5.3.2.1) (EC 5.3.3.12) (L-dopachrome isomerase) (L-dopachrome tautomerase) (Phenylpyruvate tautomerase)	Mifl2 AC127887.1 LOC679748	Rattus norvegicus (Rat)	115
D3ZET2	unreviewed	D3ZET2_RAT	Serine peptidase inhibitor, Kazal type 5	Spink5	Rattus norvegicus (Rat)	1019
D3ZF63	unreviewed	D3ZF63_RAT	Protein Wnt	Wnt9a	Rattus norvegicus (Rat)	365
D3ZFC3	unreviewed	D3ZFC3_RAT	Versican core protein (Chondroitin sulfate proteoglycan core protein 2) (Large fibroblast proteoglycan) (PG-M)	Vcan	Rattus norvegicus (Rat)	507
D3ZFD8	unreviewed	D3ZFD8_RAT	TNF superfamily member 13b	Tnfsf13b	Rattus norvegicus (Rat)	325
D3ZGF1	unreviewed	D3ZGF1_RAT	CD44 antigen (Extracellular matrix receptor III) (GP90 lymphocyte homing/adhesion receptor) (HUTCH-I) (Hermes antigen) (Hyaluronate receptor) (Phagocytic glycoprotein 1) (Phagocytic glycoprotein I)	Cd44	Rattus norvegicus (Rat)	656
D3ZGL3	unreviewed	D3ZGL3_RAT	Hedgehog-interacting protein	Hhip	Rattus norvegicus (Rat)	700
D3ZGN3	unreviewed	D3ZGN3_RAT	DAN domain BMP antagonist family member 5	Dand5	Rattus norvegicus (Rat)	184
D3ZI34	unreviewed	D3ZI34_RAT	Interferon 1fa (Interferon kappa)	Ifnk If1fa	Rattus norvegicus (Rat)	191
D3ZIA7	unreviewed	D3ZIA7_RAT	Anterior gradient 2, protein disulphide isomerase family member	Agr2	Rattus norvegicus (Rat)	175
D3ZKF5	reviewed	HTRA4_RAT	Serine protease HTR4 (EC 3.4.21.-) (High-temperature requirement factor A4)	Htra4	Rattus norvegicus (Rat)	488
D3ZLL7	unreviewed	D3ZLL7_RAT	ADAM metallopeptidase with thrombospondin type 1 motif, 16	Adamts16	Rattus norvegicus (Rat)	1221
D3ZN05	unreviewed	D3ZN05_RAT	Laminin subunit alpha 3	Lama3	Rattus norvegicus (Rat)	1725
D3ZN99	unreviewed	D3ZN99_RAT	Adhesion G protein-coupled receptor B2	Adgrb2	Rattus norvegicus (Rat)	1560
D3ZND6	unreviewed	D3ZND6_RAT	Protein Wnt	Wnt8b	Rattus norvegicus (Rat)	368
D3ZQD2	unreviewed	D3ZQD2_RAT	C1q and TNF related 12	C1qtnf12 Fam132a	Rattus norvegicus (Rat)	308
D3ZQE1	reviewed	CEA16_RAT	Cell adhesion molecule CEACAM16 (Carcinoembryonic antigen-related cell adhesion molecule 16) (CEA cell adhesion molecule 16)	Ceacam16	Rattus norvegicus (Rat)	423
D3ZQU2	unreviewed	D3ZQU2_RAT	Macrophage migration inhibitory factor (EC 5.3.2.1) (EC 5.3.3.12) (L-dopachrome isomerase) (L-dopachrome tautomerase) (Phenylpyruvate tautomerase)	AABR07016805.1	Rattus norvegicus (Rat)	196
D3ZRW5	unreviewed	D3ZRW5_RAT	Protein Wnt	Wnt10a	Rattus norvegicus (Rat)	417
D3ZRZ2	unreviewed	D3ZRZ2_RAT	interstitial collagenase (EC 3.4.24.7)	Mmp1b	Rattus norvegicus (Rat)	460
D3ZSZ1	unreviewed	D3ZSZ1_RAT	Uridylate-specific endoribonuclease (EC 4.6.1.-)	Endou	Rattus norvegicus (Rat)	411
D3ZTE7	unreviewed	D3ZTE7_RAT	ADAM metallopeptidase with thrombospondin type 1 motif, 2	Adamts2	Rattus norvegicus (Rat)	1212
D3ZTV6	unreviewed	D3ZTV6_RAT	Secreted frizzled-related protein 5	Sfrp5	Rattus norvegicus (Rat)	314
D3ZVP0	reviewed	ISK13_RAT	Serine protease inhibitor Kazal-type 13	Spink13	Rattus norvegicus (Rat)	97
D3ZWD6	unreviewed	D3ZWD6_RAT	Complement C8 alpha chain	C8a	Rattus norvegicus (Rat)	592
D3ZXD0	unreviewed	D3ZXD0_RAT	Gremlin	Grem2	Rattus norvegicus (Rat)	168
D3ZXK6	unreviewed	D3ZXK6_RAT	Macrophage migration inhibitory factor (EC 5.3.2.1) (EC 5.3.3.12) (L-dopachrome isomerase) (L-dopachrome tautomerase) (Phenylpyruvate tautomerase)	Mifl4 RGD1565459	Rattus norvegicus (Rat)	122
D3ZXM1	unreviewed	D3ZXM1_RAT	ADAM metallopeptidase with thrombospondin type 1 motif, 15	Adamts15	Rattus norvegicus (Rat)	950
D3ZZV0	unreviewed	D3ZZV0_RAT	Scavenger receptor cysteine-rich domain-containing protein DMBT1 (Deleted in malignant brain tumors 1 protein) (Hensin)	Dmbt1	Rattus norvegicus (Rat)	1512
D4A065	unreviewed	D4A065_RAT	ADAM metallopeptidase with thrombospondin type 1 motif, 6	Adamts6	Rattus norvegicus (Rat)	1117
D4A0C5	unreviewed	D4A0C5_RAT	A disintegrin and metalloproteinase with thrombospondin motifs 4 (EC 3.4.24.82) (Aggrecanase-1)	Adamts4	Rattus norvegicus (Rat)	851
D4A2E7	unreviewed	D4A2E7_RAT	ADAM metallopeptidase with thrombospondin type 1 motif, 19	Adamts19	Rattus norvegicus (Rat)	1211
D4A2Z2	reviewed	EPPI_RAT	Eppin (Epididymal protease inhibitor) (Serine protease inhibitor-like with Kunitz and WAP domains 1)	Eppin Spinlw1	Rattus norvegicus (Rat)	134
D4A3E0	unreviewed	D4A3E0_RAT	Multimerin 1	Mmrn1	Rattus norvegicus (Rat)	1210
D4A3K6	unreviewed	D4A3K6_RAT	Protein Wnt	Wnt16	Rattus norvegicus (Rat)	364
D4A3P7	unreviewed	D4A3P7_RAT	Macrophage migration inhibitory factor (EC 5.3.2.1) (EC 5.3.3.12) (L-dopachrome isomerase) (L-dopachrome tautomerase) (Phenylpyruvate tautomerase)	Mif LOC120102174 Mifl2	Rattus norvegicus (Rat)	115
D4A3W9	unreviewed	D4A3W9_RAT	Protein Wnt	Wnt6	Rattus norvegicus (Rat)	415
D4A400	unreviewed	D4A400_RAT	Lactoperoxidase (EC 1.11.1.7)	Lpo	Rattus norvegicus (Rat)	698
D4A4I9	unreviewed	D4A4I9_RAT	Pro-interleukin-16 [Cleaved into: Interleukin-16 (IL-16) (Lymphocyte chemoattractant factor) (LCF)]	Il16 IL16	Rattus norvegicus (Rat)	1323
D4A670	unreviewed	D4A670_RAT	Left-right determination factor	Lefty1	Rattus norvegicus (Rat)	368
D4A6W5	unreviewed	D4A6W5_RAT	Protein NDNF	Ndnf	Rattus norvegicus (Rat)	568
D4A7Y1	unreviewed	D4A7Y1_RAT	Aggrecan core protein (Cartilage-specific proteoglycan core protein)	Acan	Rattus norvegicus (Rat)	2162
D4A8G5	unreviewed	D4A8G5_RAT	Transforming growth factor-beta-induced protein ig-h3	Tgfbi	Rattus norvegicus (Rat)	671
D4A8Y6	unreviewed	D4A8Y6_RAT	Versican core protein (Chondroitin sulfate proteoglycan core protein 2) (Large fibroblast proteoglycan) (PG-M)	Vcan	Rattus norvegicus (Rat)	3357
D4A9D7	unreviewed	D4A9D7_RAT	Protein Wnt	Wnt8a	Rattus norvegicus (Rat)	359
D4A9T2	unreviewed	D4A9T2_RAT	Twisted gastrulation BMP signaling modulator 1	Twsg1	Rattus norvegicus (Rat)	222
D4A9V5	unreviewed	D4A9V5_RAT	protein-lysine 6-oxidase (EC 1.4.3.13)	Loxl4	Rattus norvegicus (Rat)	758
D4AAT1	unreviewed	D4AAT1_RAT	ADAM metallopeptidase with thrombospondin type 1 motif, 8	Adamts8	Rattus norvegicus (Rat)	905
D4ABX6	unreviewed	D4ABX6_RAT	Multimerin 2	Mmrn2	Rattus norvegicus (Rat)	987
D4AC39	unreviewed	D4AC39_RAT	Fibronectin leucine rich transmembrane protein 1	Flrt1	Rattus norvegicus (Rat)	674
D4AD55	unreviewed	D4AD55_RAT	ADAM metallopeptidase with thrombospondin type 1, motif 3	Adamts3	Rattus norvegicus (Rat)	910
F1LM84	unreviewed	F1LM84_RAT	Nidogen 1	Nid1	Rattus norvegicus (Rat)	1240
F1LMP1	unreviewed	F1LMP1_RAT	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A (EC 2.4.1.145) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IVa) (UDP-N-acetylglucosamine: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IVa)	Mgat4a	Rattus norvegicus (Rat)	535
F1LMS5	unreviewed	F1LMS5_RAT	Thrombospondin 4	Thbs4	Rattus norvegicus (Rat)	980
F1LNC8	unreviewed	F1LNC8_RAT	Interphotoreceptor matrix proteoglycan 2	Impg2	Rattus norvegicus (Rat)	1245
F1LP51	unreviewed	F1LP51_RAT	Zona pellucida sperm-binding protein 4 (Zona pellucida glycoprotein 4) (Zona pellucida protein B)	Zp4	Rattus norvegicus (Rat)	545
F1LPC8	unreviewed	F1LPC8_RAT	Netrin-1	Ntn1	Rattus norvegicus (Rat)	604
F1LQ00	unreviewed	F1LQ00_RAT	Collagen type V alpha 2 chain	Col5a2	Rattus norvegicus (Rat)	1499
F1LQ01	unreviewed	F1LQ01_RAT	Interphotoreceptor matrix proteoglycan 1 (Sialoprotein associated with cones and rods)	Impg1	Rattus norvegicus (Rat)	797
F1LQ08	unreviewed	F1LQ08_RAT	Carbonic anhydrase (EC 4.2.1.1)	Car6	Rattus norvegicus (Rat)	312
F1LQ63	unreviewed	F1LQ63_RAT	Tenascin R	Tnr	Rattus norvegicus (Rat)	1358
F1LQL9	unreviewed	F1LQL9_RAT	Slit guidance ligand 3	Slit3	Rattus norvegicus (Rat)	1523
F1LQS0	unreviewed	F1LQS0_RAT	N-myc (and STAT) interactor	Nmi	Rattus norvegicus (Rat)	233
F1LQS7	unreviewed	F1LQS7_RAT	Agouti-signaling protein (Agouti switch protein)	Asip	Rattus norvegicus (Rat)	124
F1LR01	unreviewed	F1LR01_RAT	Odontogenic ameloblast-associated protein (Apin)	Odam	Rattus norvegicus (Rat)	278
F1LRH4	unreviewed	F1LRH4_RAT	Laminin subunit gamma 2	Lamc2	Rattus norvegicus (Rat)	1192
F1LRJ1	unreviewed	F1LRJ1_RAT	Collagen type IV alpha 3 chain	Col4a3 LOC100911572	Rattus norvegicus (Rat)	1671
F1LRT0	unreviewed	F1LRT0_RAT	Latent transforming growth factor beta binding protein 3	Ltbp3	Rattus norvegicus (Rat)	1254
F1LS40	unreviewed	F1LS40_RAT	Collagen type I alpha 2 chain	Col1a2	Rattus norvegicus (Rat)	1372
F1LS41	unreviewed	F1LS41_RAT	Interleukin-3 (IL-3) (Hematopoietic growth factor) (Mast cell growth factor) (Multipotential colony-stimulating factor) (P-cell-stimulating factor)	Il3	Rattus norvegicus (Rat)	166
F1LSA1	unreviewed	F1LSA1_RAT	CD44 antigen (Extracellular matrix receptor III) (GP90 lymphocyte homing/adhesion receptor) (HUTCH-I) (Hermes antigen) (Hyaluronate receptor) (Phagocytic glycoprotein 1) (Phagocytic glycoprotein I)	Cd44	Rattus norvegicus (Rat)	779
F1LSS7	unreviewed	F1LSS7_RAT	Collectin-11	Colec11	Rattus norvegicus (Rat)	272
F1LTF8	unreviewed	F1LTF8_RAT	Laminin subunit alpha 4	Lama4	Rattus norvegicus (Rat)	1817
F1LTZ6	unreviewed	F1LTZ6_RAT	Macrophage migration inhibitory factor (EC 5.3.2.1) (EC 5.3.3.12) (L-dopachrome isomerase) (L-dopachrome tautomerase) (Phenylpyruvate tautomerase)	Mifl3 RGD1559921	Rattus norvegicus (Rat)	136
F1LVL9	unreviewed	F1LVL9_RAT	Scavenger receptor cysteine-rich domain-containing protein DMBT1 (Deleted in malignant brain tumors 1 protein) (Hensin)	LOC100911413	Rattus norvegicus (Rat)	1925
F1LZI7	unreviewed	F1LZI7_RAT	Reelin	Reln	Rattus norvegicus (Rat)	3313
F1M280	unreviewed	F1M280_RAT	Metalloendopeptidase (EC 3.4.24.-)	Tll2	Rattus norvegicus (Rat)	1014
F1M4Q3	unreviewed	F1M4Q3_RAT	Hemicentin 1	Hmcn1	Rattus norvegicus (Rat)	5582
F1M581	unreviewed	F1M581_RAT	Heparanase (EC 3.2.1.166)	Hpse	Rattus norvegicus (Rat)	536
F1M5Q4	unreviewed	F1M5Q4_RAT	Fibrillin 2	Fbn2	Rattus norvegicus (Rat)	2907
F1M5W9	unreviewed	F1M5W9_RAT	pancreatic ribonuclease (EC 4.6.1.18)	Rnase1l1 Rac1	Rattus norvegicus (Rat)	150
F1M614	unreviewed	F1M614_RAT	Laminin subunit alpha 2	Lama2	Rattus norvegicus (Rat)	3117
F1M6Q3	unreviewed	F1M6Q3_RAT	Collagen type IV alpha 2 chain	Col4a2	Rattus norvegicus (Rat)	1707
F1M6V6	unreviewed	F1M6V6_RAT	Sparc/osteonectin, cwcv and kazal like domains proteoglycan 1	Spock1	Rattus norvegicus (Rat)	444
F1M7F7	unreviewed	F1M7F7_RAT	Complement component C6	C6	Rattus norvegicus (Rat)	934
F1M7H2	unreviewed	F1M7H2_RAT	Polymeric immunoglobulin receptor	Pigr	Rattus norvegicus (Rat)	781
F1M7S3	unreviewed	F1M7S3_RAT	Proenkephalin-B (Beta-neoendorphin-dynorphin) (Preprodynorphin)	Pdyn	Rattus norvegicus (Rat)	248
F1M7X5	unreviewed	F1M7X5_RAT	Dipeptidyl peptidase 4 (EC 3.4.14.5) (Dipeptidyl peptidase IV) (T-cell activation antigen CD26)	Dpp4	Rattus norvegicus (Rat)	696
F1M9B2	unreviewed	F1M9B2_RAT	Insulin-like growth factor binding protein 7	Igfbp7	Rattus norvegicus (Rat)	348
F1MA59	unreviewed	F1MA59_RAT	Collagen type IV alpha 1 chain	Col4a1	Rattus norvegicus (Rat)	1669
F1MAG8	unreviewed	F1MAG8_RAT	Semaphorin 3D	Sema3d	Rattus norvegicus (Rat)	777
F6T0B3	unreviewed	F6T0B3_RAT	Collagen type XI alpha 2 chain	Col11a2	Rattus norvegicus (Rat)	1629
F7EKG3	unreviewed	F7EKG3_RAT	Cardiotrophin-like cytokine factor 1	Clcf1	Rattus norvegicus (Rat)	230
F7EY53	unreviewed	F7EY53_RAT	Antithrombin-III (Serpin C1)	Serpinc1	Rattus norvegicus (Rat)	463
F7F389	unreviewed	F7F389_RAT	Complement component C9	C9	Rattus norvegicus (Rat)	580
F7FBE9	unreviewed	F7FBE9_RAT	EGF containing fibulin extracellular matrix protein 2	Efemp2	Rattus norvegicus (Rat)	455
F7FJQ3	unreviewed	F7FJQ3_RAT	NPC intracellular cholesterol transporter 2 (Epididymal secretory protein E1)	Npc2	Rattus norvegicus (Rat)	152
F7FLE6	unreviewed	F7FLE6_RAT	Integrin-binding sialoprotein (Bone sialoprotein 2) (Bone sialoprotein II) (Cell-binding sialoprotein)	Ibsp	Rattus norvegicus (Rat)	348
F7FMY6	unreviewed	F7FMY6_RAT	Vitamin K-dependent protein C (EC 3.4.21.69) (Anticoagulant protein C) (Autoprothrombin IIA) (Blood coagulation factor XIV)	Proc	Rattus norvegicus (Rat)	500
F7FNA9	unreviewed	F7FNA9_RAT	CCN family member 1 (Cellular communication network factor 1) (Protein CYR61)	Ccn1	Rattus norvegicus (Rat)	475
F7FPL2	unreviewed	F7FPL2_RAT	SPARC related modular calcium binding 2	Smoc2	Rattus norvegicus (Rat)	458
G3V6D4	unreviewed	G3V6D4_RAT	Chemokine XCL1 (X-C motif chemokine ligand 1)	Xcl1 XCL1	Rattus norvegicus (Rat)	114
G3V6P5	unreviewed	G3V6P5_RAT	Glucagon	Gcg	Rattus norvegicus (Rat)	180
G3V6V3	unreviewed	G3V6V3_RAT	Thyroglobulin	Tg	Rattus norvegicus (Rat)	2768
G3V763	unreviewed	G3V763_RAT	Collagen type V alpha 1 chain	Col5a1	Rattus norvegicus (Rat)	1840
G3V7I9	unreviewed	G3V7I9_RAT	furin (EC 3.4.21.75) (Dibasic-processing enzyme) (Paired basic amino acid residue-cleaving enzyme)	Furin	Rattus norvegicus (Rat)	793
G3V7U3	unreviewed	G3V7U3_RAT	Protein Wnt	Wnt2b	Rattus norvegicus (Rat)	391
G3V8A7	unreviewed	G3V8A7_RAT	Triacylglycerol lipase (EC 3.1.1.3) (Pancreatic lipase)	Pnlip	Rattus norvegicus (Rat)	465
G3V8B1	unreviewed	G3V8B1_RAT	Phosphatidylinositol-glycan-specific phospholipase D (EC 3.1.4.50) (Glycosyl-phosphatidylinositol-specific phospholipase D)	Gpld1	Rattus norvegicus (Rat)	843
G3V8G4	unreviewed	G3V8G4_RAT	Brevican core protein	Bcan LOC100910284	Rattus norvegicus (Rat)	883
G3V8G7	unreviewed	G3V8G7_RAT	Secreted frizzled-related protein 4	Sfrp4	Rattus norvegicus (Rat)	347
G3V8K5	unreviewed	G3V8K5_RAT	Growth differentiation factor 15	Gdf15	Rattus norvegicus (Rat)	303
G3V8V1	unreviewed	G3V8V1_RAT	Granulin precursor	Grn	Rattus norvegicus (Rat)	602
G3V9S8	unreviewed	G3V9S8_RAT	Vascular endothelial growth factor D	Vegfd Figf	Rattus norvegicus (Rat)	321
I7GAZ6	unreviewed	I7GAZ6_RAT	R-spondin 2 (R-spondin2 protein)	Rspo2 R-spondin2	Rattus norvegicus (Rat)	250
J3QTE1	unreviewed	J3QTE1_RAT	Lysyl oxidase homolog (EC 1.4.3.13)	Loxl2	Rattus norvegicus (Rat)	692
M0R4S4	unreviewed	M0R4S4_RAT	Zona pellucida sperm-binding protein 2 (Zona pellucida glycoprotein 2) (Zona pellucida protein A)	Zp2	Rattus norvegicus (Rat)	695
M0R6K0	unreviewed	M0R6K0_RAT	Laminin subunit beta 2	Lamb2	Rattus norvegicus (Rat)	1801
M0RCZ9	unreviewed	M0RCZ9_RAT	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	Ppial4g RGD1559682	Rattus norvegicus (Rat)	195
O35761	unreviewed	O35761_RAT	Corticotropin-releasing factor-binding protein (CRF-BP) (CRF-binding protein) (Corticotropin-releasing hormone-binding protein)	Crhbp	Rattus norvegicus (Rat)	322
O55004	reviewed	RNAS4_RAT	Ribonuclease 4 (RNase 4) (EC 3.1.27.-) (RL3)	Rnase4	Rattus norvegicus (Rat)	147
O55006	reviewed	ROB1_RAT	Protein RoBo-1 (Rodent bone protein)		Rattus norvegicus (Rat)	240
O70210	reviewed	CHAD_RAT	Chondroadherin (Cartilage leucine-rich protein)	Chad	Rattus norvegicus (Rat)	358
O70301	reviewed	PSPN_RAT	Persephin (PSP)	Pspn	Rattus norvegicus (Rat)	156
O70417	reviewed	PIP_RAT	Prolactin-inducible protein homolog (Prolactin-induced protein)	Pip	Rattus norvegicus (Rat)	146
O70513	reviewed	LG3BP_RAT	Galectin-3-binding protein (Cyp-C-associated protein) (CyCAP) (Lectin galactoside-binding soluble 3-binding protein) (Mac-2-binding protein) (MAC2BP) (Mac-2 BP) (Protein 90K)	Lgals3bp	Rattus norvegicus (Rat)	574
O88201	reviewed	CLC11_RAT	C-type lectin domain family 11 member A (Lymphocyte secreted C-type lectin) (Osteolectin) (Stem cell growth factor)	Clec11a Scgf	Rattus norvegicus (Rat)	328
O88959	reviewed	INHBE_RAT	Inhibin beta E chain (Activin beta-E chain)	Inhbe	Rattus norvegicus (Rat)	350
O88969	reviewed	CST8_RAT	Cystatin-8 (Cystatin-related epididymal spermatogenic protein)	Cst8 Cres	Rattus norvegicus (Rat)	142
P01174	reviewed	WAP_RAT	Whey acidic protein (WAP) (Whey phosphoprotein)	Wap	Rattus norvegicus (Rat)	137
P01230	reviewed	LSHB_RAT	Lutropin subunit beta (Lutropin beta chain) (Luteinizing hormone subunit beta) (LH-B) (LSH-B) (LSH-beta)	Lhb	Rattus norvegicus (Rat)	141
P02661	reviewed	CASA1_RAT	Alpha-S1-casein (Alpha-casein)	Csn1s1 Csna	Rattus norvegicus (Rat)	284
P02665	reviewed	CASB_RAT	Beta-casein	Csn2 Csnb	Rattus norvegicus (Rat)	231
P02667	reviewed	CS2LA_RAT	Alpha-S2-casein-like A (Casein alpha S2-like A) (Gamma-casein)	Csn1s2a Csng	Rattus norvegicus (Rat)	179
P02782	reviewed	PSC1_RAT	Prostatic steroid-binding protein C1 (Prostatein peptide C1)	Psbpc1 Scgb1d2	Rattus norvegicus (Rat)	111
P04468	reviewed	CASK_RAT	Kappa-casein	Csn3 Csn10 Csnk	Rattus norvegicus (Rat)	178
P05011	reviewed	IFNA1_RAT	Interferon alpha-1	Ifna1	Rattus norvegicus (Rat)	192
P05544	reviewed	SPA3L_RAT	Serine protease inhibitor A3L (Serpin A3L) (CPI-23) (Contrapsin-like protease inhibitor 3) (Serine protease inhibitor 1) (SPI-1)	Serpina3l Spin2a	Rattus norvegicus (Rat)	413
P06303	reviewed	PAHO_RAT	Pancreatic polypeptide prohormone [Cleaved into: Pancreatic polypeptide (PP); C-terminal peptide]	Ppy	Rattus norvegicus (Rat)	98
P08426	reviewed	TRY3_RAT	Cationic trypsin-3 (EC 3.4.21.4) (Cationic trypsin III) (Pretrypsinogen III)	Try3	Rattus norvegicus (Rat)	247
P08435	reviewed	TKNK_RAT	Tachykinin-3 [Cleaved into: Neurokinin-B (NKB) (Neuromedin-K)]	Tac3 Nknb Tac2	Rattus norvegicus (Rat)	116
P08462	reviewed	GRPB_RAT	Submandibular gland secretory Glx-rich protein CB (GRP-CB) (Contiguous repeat polypeptide) (CRP)	Grpcb	Rattus norvegicus (Rat)	247
P08568	reviewed	GRPA_RAT	Submandibular gland secretory Glx-rich protein CA (GRP-CA)	Grpca	Rattus norvegicus (Rat)	246
P09320	reviewed	PR4A1_RAT	Prolactin-4A1 (Placental prolactin-like protein A) (PLP-A) (PRL-like protein A)	Prl4a1 Prlpa	Rattus norvegicus (Rat)	227
P0C0P7	reviewed	NPS_RAT	Neuropeptide S	Nps	Rattus norvegicus (Rat)	89
P0C172	reviewed	TIP39_RAT	Tuberoinfundibular peptide of 39 residues (TIP39) (Parathyroid hormone 2)	Pth2 Tip39 Tipf39	Rattus norvegicus (Rat)	100
P0C5I0	reviewed	CDNF_RAT	Cerebral dopamine neurotrophic factor (ARMET-like protein 1) (Arginine-rich protein mutated in early stage tumors-like 1) (Conserved dopamine neurotrophic factor)	Cdnf Armetl1	Rattus norvegicus (Rat)	187
P10093	reviewed	CALCB_RAT	Calcitonin gene-related peptide 2 (CGRP2) (Beta-type CGRP) (Calcitonin gene-related peptide II) (CGRP-II)	Calcb	Rattus norvegicus (Rat)	134
P14730	reviewed	WFD18_RAT	WAP four-disulfide core domain protein 18 (Extracellular peptidase inhibitor) (Protein WDNM1)	Wfdc18 Expi Wdnm1	Rattus norvegicus (Rat)	74
P15399	reviewed	PBAS_RAT	Probasin (PB) (M-40)	Pbsn Prbs	Rattus norvegicus (Rat)	177
P20289	reviewed	VEGP1_RAT	von Ebner gland protein 1 (VEG protein 1)	Vegp1 Vegp	Rattus norvegicus (Rat)	177
P21702	reviewed	PR3D1_RAT	Prolactin-3D1 (Chorionic somatomammotropin hormone 1) (Placental lactogen I) (PL-I)	Prl3d1 Csh1 Pl1	Rattus norvegicus (Rat)	230
P24800	reviewed	PR6A1_RAT	Prolactin-6A1 (Placental prolactin-like protein B) (PLP-B) (PRL-like protein B)	Prl6a1 Prlpb	Rattus norvegicus (Rat)	234
P28902	reviewed	GUC2A_RAT	Guanylin (Guanylate cyclase activator 2A)	Guca2a Guca2	Rattus norvegicus (Rat)	115
P29524	reviewed	PAI2_RAT	Plasminogen activator inhibitor 2 type A (PAI-2) (PAI2A) (Serpin B2)	Serpinb2 Pai2 Planh2	Rattus norvegicus (Rat)	416
P30710	reviewed	GPX5_RAT	Epididymal secretory glutathione peroxidase (EC 1.11.1.9) (Epididymis-specific glutathione peroxidase-like protein) (EGLP) (Glutathione peroxidase 5) (GPx-5) (GSHPx-5)	Gpx5	Rattus norvegicus (Rat)	221
P32821	reviewed	TRYA_RAT	Trypsin V-A (EC 3.4.21.4)		Rattus norvegicus (Rat)	246
P32822	reviewed	TRYB_RAT	Trypsin V-B (EC 3.4.21.4)		Rattus norvegicus (Rat)	246
P33578	reviewed	PR8A7_RAT	Prolactin-8A7 (Growth hormone-related protein 1) (Placental prolactin-like protein D) (PLP-D) (PRL-like protein D)	Prl8a7 Prlpd	Rattus norvegicus (Rat)	240
P33580	reviewed	PR8A4_RAT	Prolactin-8A4 (Growth hormone-related placental protein 3) (Placental prolactin-like protein H) (PLP-H) (PRL-like protein H)	Prl8a4 Prlph	Rattus norvegicus (Rat)	239
P36953	reviewed	AFAM_RAT	Afamin (Alpha-albumin) (Alpha-Alb)	Afm	Rattus norvegicus (Rat)	608
P41244	reviewed	VEGP2_RAT	von Ebner gland protein 2 (VEG protein 2)	Vegp2	Rattus norvegicus (Rat)	177
P55797	reviewed	APOC4_RAT	Apolipoprotein C-IV (Apo-CIV) (ApoC-IV) (Apolipoprotein C4) (Apolipoprotein E-linked) (ECL)	Apoc4 Ecl	Rattus norvegicus (Rat)	124
P70560	reviewed	COCA1_RAT	Collagen alpha-1(XII) chain	Col12a1	Rattus norvegicus (Rat)	317
P70564	reviewed	SPB5_RAT	Serpin B5 (Maspin) (Peptidase inhibitor 5) (PI-5)	Serpinb5 Pi5	Rattus norvegicus (Rat)	375
P82106	reviewed	DEF5_RAT	Defensin 5 (Enteric defensin) (RD-5)		Rattus norvegicus (Rat)	93
P85411	reviewed	KTDAP_RAT	Keratinocyte differentiation-associated protein	Krtdap Kdap	Rattus norvegicus (Rat)	98
